FA_meta_ID,FA_type,FA_medium,FA_agar_liquid,FA_temp,FA_time,FA_pH,FA_oxygen,FA_cond,FA_soft,FA_lib,FA_system,FA_instrument,FA_method,FA_cutoff,last_change
4258,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4259,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4260,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4261,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4262,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4263,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4264,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4265,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4266,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4267,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4268,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4269,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4270,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4271,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4272,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4273,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4274,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4275,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4276,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4277,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4278,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4279,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4280,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4281,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4282,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4283,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4284,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4285,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4286,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4287,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4288,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4289,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4290,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4291,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4292,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4293,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4294,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4295,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4296,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4297,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4298,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4299,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4300,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4301,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4302,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4303,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4304,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4305,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4306,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4307,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4308,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4309,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4310,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4311,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4312,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4313,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4314,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4315,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4316,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4317,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4318,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4319,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4320,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4321,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4322,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4323,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4324,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4325,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4326,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4327,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4328,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4329,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4330,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4331,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4332,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4333,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4334,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4335,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4336,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4337,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4338,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4339,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4340,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4341,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4342,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4343,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4344,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4345,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4346,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4347,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4348,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4349,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4350,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4351,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4352,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4353,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4354,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4355,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4356,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4357,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4358,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4359,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4360,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4361,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4362,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4363,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4364,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4365,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4366,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4367,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4368,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4369,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4370,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4371,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4372,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4373,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4374,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4375,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4376,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4377,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4378,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4379,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4380,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4381,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4382,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4383,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4384,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4385,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4386,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4387,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4388,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4389,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4390,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4391,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4392,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4393,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4394,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4395,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4396,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4397,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4398,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4399,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4400,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4401,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4402,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4403,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4404,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4405,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4406,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4407,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4408,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4409,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4410,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4411,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4412,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4413,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4414,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4415,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4416,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4417,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4418,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4419,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4420,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4421,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4422,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4423,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4424,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4425,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4426,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4427,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4428,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4429,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4430,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4431,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4432,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4433,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4434,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4435,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4436,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4437,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4438,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4439,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4440,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4441,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4442,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4443,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4444,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4445,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4446,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4447,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4448,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4449,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4450,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4451,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4452,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4453,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4454,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4455,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4456,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4457,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4458,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4459,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4460,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4461,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4462,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4463,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4464,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4465,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4466,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4467,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4468,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4469,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4470,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4471,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4472,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4473,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4474,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4475,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4476,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4477,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4478,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4479,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4480,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4481,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4482,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4483,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4484,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4485,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4486,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4487,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4488,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4489,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4490,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4491,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4492,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4493,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4494,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4495,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4496,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4497,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4498,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4499,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4500,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4501,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4502,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4503,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4504,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4505,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4506,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4507,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4508,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4509,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4510,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4511,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4512,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4513,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4514,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4515,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4516,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4517,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4518,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4519,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4520,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4521,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4522,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4523,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4524,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4525,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4526,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4527,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4528,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4529,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4530,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4531,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4532,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4533,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4534,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4535,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4536,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4537,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4538,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4539,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4540,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4541,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4542,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4543,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4544,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4545,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4546,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4547,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4548,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4549,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4550,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4551,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4552,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4553,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4554,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4555,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4556,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4557,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4558,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4559,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4560,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4561,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4562,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4563,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4564,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4565,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4566,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4567,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4568,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4569,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4570,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4571,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4572,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4573,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4574,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4575,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4576,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4577,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4578,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4579,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4580,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4581,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4582,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4583,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4584,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4585,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4586,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4587,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4588,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4589,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4590,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4591,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4592,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4593,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4594,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
4595,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
